"SiteID","Date","SpeciesCode","Penetration","Altitude","Easting","Northing","card","m","y","catchname","catch","locality","time","org","map","fishmeth","effort","pass","abund","number","minl","maxl","nzreach"
"Rangitikei R",2011-04-15,"anguil",172,626,2774945,6162133,36161,4,2011,"Rangitikei R","327.392","Waikamaka River","2248","hor","u21","spo",NA,NA,"",6,300,800,7025145
"Rangitikei R",2011-04-15,"angdie",172,626,2774945,6162133,36161,4,2011,"Rangitikei R","327.392","Waikamaka River","2248","hor","u21","spo",NA,NA,"",4,500,900,7025145
"Rangitikei R",2011-04-15,"salmo",172,626,2774945,6162133,36161,4,2011,"Rangitikei R","327.392","Waikamaka River","2248","hor","u21","spo",NA,NA,"",5,100,150,7025145
"Rangitikei R",2011-04-15,"angdie",178,847,2778787,6158974,36162,4,2011,"Rangitikei R","327.392","Maropea River","2030","hor","s24","spo",NA,NA,"",3,500,700,7025788
"Rangitikei R",2011-04-15,"salmo",178,847,2778787,6158974,36162,4,2011,"Rangitikei R","327.392","Maropea River","2030","hor","s24","spo",NA,NA,"",3,70,120,7025788
"Waiau River",2011-04-15,"chefos",27,58,2100800,5451100,104845,4,2011,"Waiau River","797.000","Waiau River","","uoo","d45","efp",NA,NA,"",24,44,92,15048468
"Waiau River",2011-04-15,"chefos",11,21,2099400,5439300,104848,4,2011,"Waiau River","797.000","Waiau River","","uoo","d46","efp",NA,NA,"",21,41,100,15052505
"Waiau River",2011-04-15,"chefos",41,73,2098200,5461500,104852,4,2011,"Waiau River","797.000","Waiau River","","uoo","d45","efp",NA,NA,"",17,59,100,15044397
"Kaituna R",2011-03-15,"parane",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"c",NA,NA,NA,4003416
"Kaituna R",2011-03-15,"galmac",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"",1,80,NA,4003416
"Kaituna R",2011-03-15,"gobhut",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"",11,40,55,4003416
"Kaituna R",2011-03-15,"oncmyk",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"",1,350,NA,4003416
"Kaituna R",2011-03-15,"galarg",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"",1,200,NA,4003416
"Kaituna R",2011-03-15,"hyrmen",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"n",NA,NA,NA,4003416
"Kaituna R",2011-03-15,"parcur",16,21,2803210,6370355,34573,3,2011,"Kaituna R","146.030","Waiari Stream","1120","bior","U14","nte",6,1,"c",NA,NA,NA,4003416
"Kaituna R",2011-03-15,"angdie",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"",3,400,650,4002905
"Kaituna R",2011-03-15,"parcur",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"c",NA,NA,NA,4002905
"Kaituna R",2011-03-15,"oncmyk",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"",3,200,250,4002905
"Kaituna R",2011-03-15,"galarg",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"",2,220,220,4002905
"Kaituna R",2011-03-15,"gobhut",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"",3,40,45,4002905
"Kaituna R",2011-03-15,"parane",16,21,2803351,6370664,34574,3,2011,"Kaituna R","146.030","Waiari Stream","1045","bior","U14","nte",6,1,"o",NA,NA,NA,4002905
"Kaituna R",2011-03-15,"gobgob",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",1,200,NA,4002596
"Kaituna R",2011-03-15,"parane",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"o",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"hyrmen",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"n",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"gobhut",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",3,40,60,4002596
"Kaituna R",2011-03-15,"parcur",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"c",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"gobcot",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",6,40,70,4002596
"Kaituna R",2011-03-15,"galmac",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",6,70,90,4002596
"Kaituna R",2011-03-15,"angaus",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",1,350,NA,4002596
"Kaituna R",2011-03-15,"angdie",11,11,2804336,6374383,34575,3,2011,"Kaituna R","146.030","Waiari Stream","1000","bior","U14","nte",6,1,"",1,400,NA,4002596
"Kaituna R",2011-03-15,"angdie",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",10,300,600,4002596
"Kaituna R",2011-03-15,"galmac",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",13,70,100,4002596
"Kaituna R",2011-03-15,"gobcot",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",1,80,NA,4002596
"Kaituna R",2011-03-15,"parcur",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"c",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"gobhut",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",1,55,NA,4002596
"Kaituna R",2011-03-15,"hyrmen",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"n",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"parane",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"o",NA,NA,NA,4002596
"Kaituna R",2011-03-15,"gobgob",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",1,175,NA,4002596
"Kaituna R",2011-03-15,"angaus",11,9,2804190,6374762,34576,3,2011,"Kaituna R","146.030","Waiari Stream","0830","bior","U14","nte",6,1,"",2,280,320,4002596
"Taieri R",2011-02-15,"galeld",119,854,2268161,5508731,109137,2,2011,"Taieri R","743.256","Stony Creek","","doco","H43","efp",NA,NA,"",78,NA,NA,14052274
"Taieri R",2011-02-15,"galeld",119,854,2268161,5508731,109137,2,2011,"Taieri R","743.256","Stony Creek","","doco","H43","efp",NA,NA,"",44,NA,NA,14052274
"Taieri R",2011-02-15,"galeld",119,854,2268161,5508731,109137,2,2011,"Taieri R","743.256","Stony Creek","","doco","H43","efp",NA,NA,"",103,NA,NA,14052274
"Taieri R",2011-02-15,"galeld",119,854,2267965,5508757,109140,2,2011,"Taieri R","743.256","Stony Creek","1030","doco","H43","efp",NA,NA,"",23,NA,NA,14052274
"Taieri R",2011-02-15,"galeld",119,854,2267965,5508757,109140,2,2011,"Taieri R","743.256","Stony Creek","1030","doco","H43","efp",NA,NA,"",130,NA,NA,14052274
"Taieri R",2011-02-15,"galeld",119,854,2267965,5508757,109140,2,2011,"Taieri R","743.256","Stony Creek","1030","doco","H43","efp",NA,NA,"",46,NA,NA,14052274
"Hikimutu Lgn",2010-11-15,"neoapo",17,63,2302648,5782942,24388,11,2010,"Hikimutu Lgn","895.000","Unnamed pool Saltwater forest","0940","docy","I34","gmt",1,NA,"",2,70,75,12039840
"Hikimutu Lgn",2010-11-15,"galfas",17,70,2302269,5782850,24389,11,2010,"Hikimutu Lgn","895.000","Unnamed pond Saltwater forest","0950","docy","I34","gmt",1,NA,"",1,155,NA,12039845
"Hikimutu Lgn",2010-11-15,"galfas",16,59,2300479,5783024,24390,11,2010,"Hikimutu Lgn","895.000","Unnamed ditch Saltwater forest","1100","docy","I34","gmt",1,NA,"",1,110,NA,12039933
"Hikimutu Lgn",2010-11-15,"parane",16,59,2300479,5783024,24390,11,2010,"Hikimutu Lgn","895.000","Unnamed ditch Saltwater forest","1100","docy","I34","gmt",1,NA,"",3,NA,NA,12039933
"Hikimutu Lgn",2010-11-15,"neoapo",14,63,2299618,5783119,24391,11,2010,"Hikimutu Lgn","895.000","Unnamed pond Saltwater forest","1115","docy","I34","kbt",2,NA,"",4,30,90,12039850
"Hikimutu Lgn",2010-11-15,"galfas",14,70,2298534,5782256,24392,11,2010,"Hikimutu Lgn","895.000","Unnamed pond Saltwater Lagoon","1135","docy","I34","kbt",1,NA,"",3,160,200,12040099
"Hikimutu Lgn",2010-11-15,"neoapo",16,59,2298983,5783004,24393,11,2010,"Hikimutu Lgn","895.000","Unnamed pond Saltwater forest","1300","docy","I34","gmt",2,NA,"",5,70,110,12039933
"Ashburton R",2010-10-15,"nospec",103,679,2366488,5738170,34344,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",NA,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366508,5738120,34345,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",2,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366508,5738164,34346,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",13,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366549,5738037,34347,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",4,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366549,5738080,34348,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",1,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366569,5737979,34349,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",4,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,679,2366585,5737926,34350,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",2,NA,NA,13047330
"Ashburton R",2010-10-15,"nospec",103,679,2366657,5737870,34351,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",NA,NA,NA,13047330
"Ashburton R",2010-10-15,"nospec",103,679,2366696,5737875,34352,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",NA,NA,NA,13047330
"Ashburton R",2010-10-15,"nospec",103,682,2366776,5737835,34354,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",NA,NA,NA,13047330
"Ashburton R",2010-10-15,"gobbre",103,690,2366893,5738504,34355,10,2010,"Ashburton R","688.090","Lake Emily","day","docc","J36","gmt",NA,NA,"",2,NA,NA,13047330
"Hoteo R",2010-10-15,"anguil",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"",1,NA,NA,2001597
"Hoteo R",2010-10-15,"angaus",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"",2,220,220,2001597
"Hoteo R",2010-10-15,"parcur",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"n",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"parane",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"c",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"hyrmen",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"n",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"gobcot",15,80,2655860,6534699,34554,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","efp",NA,1,"",2,20,55,2001597
"Hoteo R",2010-10-15,"parcur",15,120,2655418,6534940,34555,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","obs",NA,NA,"n",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"hyrmen",15,120,2655418,6534940,34555,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","obs",NA,NA,"n",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"parane",15,120,2655418,6534940,34555,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","obs",NA,NA,"c",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"galfas",15,120,2655418,6534940,34555,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","obs",NA,NA,"o",NA,NA,NA,2001597
"Hoteo R",2010-10-15,"angdie",15,120,2655418,6534940,34555,10,2010,"Hoteo R","457.037","Kourawhero Stream","day","bior","R09","obs",NA,NA,"o",NA,NA,NA,2001597
"Grey R",2010-04-15,"parane",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"",1,NA,NA,12031401
"Grey R",2010-04-15,"hyrmen",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"n",NA,NA,NA,12031401
"Grey R",2010-04-15,"angdie",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"",5,400,500,12031401
"Grey R",2010-04-15,"galarg",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"",9,120,180,12031401
"Grey R",2010-04-15,"galbre",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"",8,90,100,12031401
"Grey R",2010-04-15,"parcur",52,132,2386958,5841907,33901,4,2010,"Grey R","914.067","Unnamed stream Iveagh Bay","2000","docy","K32","spo",NA,NA,"n",NA,NA,NA,12031401
"Kaituna R",2010-03-15,"angaus",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"",1,170,NA,4003416
"Kaituna R",2010-03-15,"galmac",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"",2,80,80,4003416
"Kaituna R",2010-03-15,"parcur",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"o",NA,NA,NA,4003416
"Kaituna R",2010-03-15,"parane",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"r",NA,NA,NA,4003416
"Kaituna R",2010-03-15,"gobhut",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"",5,45,65,4003416
"Kaituna R",2010-03-15,"angdie",16,21,2803210,6370355,31932,3,2010,"Kaituna R","146.030","Waiari Stream","1300","bior","U14","etc",NA,1,"",2,200,230,4003416
"Kaituna R",2010-03-15,"parcur",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"c",NA,NA,NA,4002905
"Kaituna R",2010-03-15,"anguil",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"",2,350,500,4002905
"Kaituna R",2010-03-15,"galmac",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"",1,90,NA,4002905
"Kaituna R",2010-03-15,"gobhut",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"",4,45,70,4002905
"Kaituna R",2010-03-15,"angdie",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"",2,450,500,4002905
"Kaituna R",2010-03-15,"angaus",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"",1,75,NA,4002905
"Kaituna R",2010-03-15,"parane",16,21,2803351,6370664,31933,3,2010,"Kaituna R","146.030","Waiari Stream","1200","bior","U14","etc",NA,1,"r",NA,NA,NA,4002905
"Kaituna R",2010-03-15,"parcur",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"c",NA,NA,NA,4002596
"Kaituna R",2010-03-15,"parane",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"r",NA,NA,NA,4002596
"Kaituna R",2010-03-15,"angdie",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"",1,280,NA,4002596
"Kaituna R",2010-03-15,"gobhut",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"",4,45,55,4002596
"Kaituna R",2010-03-15,"retret",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"",1,65,NA,4002596
"Kaituna R",2010-03-15,"gobcot",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"",8,55,75,4002596
"Kaituna R",2010-03-15,"galmac",11,11,2804336,6374383,31934,3,2010,"Kaituna R","146.030","Waiari Stream","1100","bior","U14","etc",NA,1,"a",114,72,120,4002596
"Kaituna R",2010-03-15,"gobcot",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"",21,50,75,4002596
"Kaituna R",2010-03-15,"parcur",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"c",NA,NA,NA,4002596
"Kaituna R",2010-03-15,"gobhut",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"",7,40,60,4002596
"Kaituna R",2010-03-15,"galmac",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"a",15,70,110,4002596
"Kaituna R",2010-03-15,"anguil",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"",5,50,80,4002596
"Kaituna R",2010-03-15,"angdie",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"",3,230,310,4002596
"Kaituna R",2010-03-15,"angaus",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"",2,180,275,4002596
"Kaituna R",2010-03-15,"parane",11,9,2804190,6374762,31935,3,2010,"Kaituna R","146.030","Waiari Stream","0900","bior","U14","etc",NA,1,"r",NA,NA,NA,4002596
"Raglan H",2009-12-15,"angaus",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",1,NA,NA,3016963
"Raglan H",2009-12-15,"angdie",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",18,NA,NA,3016963
"Raglan H",2009-12-15,"anguil",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",1,NA,NA,3016963
"Raglan H",2009-12-15,"galfas",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",9,NA,NA,3016963
"Raglan H",2009-12-15,"galmac",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",1,NA,NA,3016963
"Raglan H",2009-12-15,"gobhut",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",144,NA,NA,3016963
"Raglan H",2009-12-15,"saltru",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",1,NA,NA,3016963
"Raglan H",2009-12-15,"parane",7,45,2686748,6380788,31722,12,2009,"Raglan H","423.000","Maunganui Stream","0928","ew","R14","efm",406,1,"",16,NA,NA,3016963
"Raglan H",2009-12-15,"galfas",6,55,2686845,6380645,31723,12,2009,"Raglan H","423.000","Maunganui Stream","1350","ew","R14","efm",221,1,"",4,NA,NA,3017107
"Raglan H",2009-12-15,"anguil",6,55,2686845,6380645,31723,12,2009,"Raglan H","423.000","Maunganui Stream","1350","ew","R14","efm",221,1,"",4,NA,NA,3017107
"Raglan H",2009-12-15,"angdie",6,55,2686845,6380645,31723,12,2009,"Raglan H","423.000","Maunganui Stream","1350","ew","R14","efm",221,1,"",6,NA,NA,3017107
"Raglan H",2009-12-15,"parane",6,55,2686845,6380645,31723,12,2009,"Raglan H","423.000","Maunganui Stream","1350","ew","R14","efm",221,1,"",38,NA,NA,3017107
"Otuwhero R",2009-08-15,"galfas",2,60,2508562,6022762,32268,8,2009,"Otuwhero R","566.000","Otuwhero River tributary","2000","docn","N26","gmt",1,NA,"",1,110,NA,10005199
"Otuwhero R",2009-08-15,"hyrmen",2,60,2508562,6022762,32268,8,2009,"Otuwhero R","566.000","Otuwhero River tributary","2000","docn","N26","gmt",1,NA,"n",NA,NA,NA,10005199
"Otuwhero R",2009-08-15,"parcur",2,60,2508562,6022762,32268,8,2009,"Otuwhero R","566.000","Otuwhero River tributary","2000","docn","N26","gmt",1,NA,"n",NA,NA,NA,10005199
"Waikato R",2009-05-15,"galmac",80,20,2700314,6403847,102024,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",8,NA,NA,3012631
"Waikato R",2009-05-15,"galmac",80,20,2700314,6403847,102025,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",9,NA,NA,3012631
"Waikato R",2009-05-15,"galmac",80,20,2700314,6403847,102026,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",16,NA,NA,3012631
"Waikato R",2009-05-15,"galmac",80,20,2700314,6403847,102027,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",6,NA,NA,3012631
"Waikato R",2009-05-15,"nospec",80,20,2700314,6403847,102028,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",NA,NA,NA,3012631
"Waikato R",2009-05-15,"galmac",80,20,2700314,6403847,102029,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",2,NA,NA,3012631
"Waikato R",2009-05-15,"nospec",80,20,2700314,6403847,102030,5,2009,"Waikato R","434.190","Waahi Stream","","niwa","S13","sfn",NA,NA,"",NA,NA,NA,3012631
"Waikato River",2009-01-15,"perflu",NA,NA,2710600,6375723,111304,1,2009,"Waikato River","434.001","Lake Rotoroa","day","uow","","efb",NA,1,"",57,NA,NA,NA
