"SiteID","Date","SpeciesCode","Penetration","Altitude","Easting","Northing","card","m","y","catchname","catch","locality","time","org","map","fishmeth","effort","pass","abund","number","minl","maxl","nzreach"
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700333,6484684,115994,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",2,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700333,6484698,115995,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700335,6484792,115996,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",3,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700357,6484719,115997,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700342,6484703,115998,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700330,6484671,115999,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700330,6484671,115999,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700330,6484671,115999,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700330,6484671,115999,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Te Matuku Bay",2019-03-15,"galarg",0,11,2700330,6484671,115999,3,2019,"Te Matuku Bay","084.500","Unnamed stream","","wild","S11","sdn",NA,NA,"",1,NA,NA,2005407
"Buller River",2019-02-15,"anguil",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","fym",NA,NA,"",1,NA,NA,NA
"Buller River",2019-02-15,"anguil",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","fym",NA,NA,"",1,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","fym",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"anguil",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","fys",NA,NA,"",2,NA,NA,NA
"Buller River",2019-02-15,"anguil",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","fys",NA,NA,"",5,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Buller River",2019-02-15,"nospec",NA,NA,2420034,5925500,115571,2,2019,"Buller River","932.290","Pond","1400","docy","L29","tfu",NA,NA,"",NA,NA,NA,NA
"Ote Makura Stream",2019-01-15,"gobhub",0,28,2553125,5858748,115336,1,2019,"Ote Makura Stream","636.000","Ote Makura Stream","1445","ecan","O32","efp",NA,NA,"",1,NA,NA,13011379
"Ote Makura Stream",2019-01-15,"angdie",0,28,2553125,5858748,115336,1,2019,"Ote Makura Stream","636.000","Ote Makura Stream","1445","ecan","O32","efp",NA,NA,"",4,NA,NA,13011379
"Ote Makura Stream",2019-01-15,"chefos",0,28,2553125,5858748,115336,1,2019,"Ote Makura Stream","636.000","Ote Makura Stream","1445","ecan","O32","efp",NA,NA,"",2,NA,NA,13011379
"Horokiri Stream",2019-01-15,"galbre",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",5,NA,NA,9008746
"Horokiri Stream",2019-01-15,"galaxi",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",1,NA,NA,9008746
"Horokiri Stream",2019-01-15,"angaus",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",3,NA,NA,9008746
"Horokiri Stream",2019-01-15,"angdie",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",2,NA,NA,9008746
"Horokiri Stream",2019-01-15,"gobhut",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",4,NA,NA,9008746
"Horokiri Stream",2019-01-15,"galfas",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",1,NA,NA,9008746
"Horokiri Stream",2019-01-15,"anguil",5,60,2673447,6013874,116079,1,2019,"Horokiri Stream","309.000","Horokiri Stream","","bml","R26","efp",NA,NA,"",5,NA,NA,9008746
"Hatea River",2018-05-15,"angrei",0,12,2631457,6606593,113795,5,2018,"Hatea River","055.000","Hatea River","1100","ind","Q07","vbd",NA,NA,"",1,NA,NA,1018398
"Waitaki River",2018-04-15,"galmar",153,499,2303485,5660785,115422,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",61,NA,NA,13511133
"Waitaki River",2018-04-15,"gobbre",153,499,2303485,5660785,115422,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",2,NA,NA,13511133
"Waitaki River",2018-04-15,"galmar",160,520,2307378,5663383,115428,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",1,NA,NA,13510742
"Waitaki River",2018-04-15,"galmar",153,499,2303839,5661045,115436,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",198,NA,NA,13511133
"Waitaki River",2018-04-15,"gobbre",153,499,2303839,5661045,115436,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",15,NA,NA,13511133
"Waitaki River",2018-04-15,"galmar",157,520,2305924,5662030,115443,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",4,NA,NA,13510957
"Waitaki River",2018-04-15,"galmar",160,520,2307034,5663149,115451,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",26,NA,NA,13510742
"Waitaki River",2018-04-15,"saltru",160,520,2307034,5663149,115451,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",1,NA,NA,13510742
"Waitaki River",2018-04-15,"gobbre",160,520,2307034,5663149,115451,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",28,NA,NA,13510742
"Waitaki River",2018-04-15,"gobbre",161,520,2307635,5663547,115458,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",2,NA,NA,13510725
"Waitaki River",2018-04-15,"galmar",161,520,2307635,5663547,115458,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",72,NA,NA,13510725
"Waitaki River",2018-04-15,"galmar",153,499,2304033,5661027,115465,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",251,NA,NA,13511133
"Waitaki River",2018-04-15,"galmar",158,520,2306218,5662215,115472,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",60,NA,NA,13510869
"Waitaki River",2018-04-15,"galbre",158,520,2306218,5662215,115472,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",1,NA,NA,13510869
"Waitaki River",2018-04-15,"gobbre",158,520,2306218,5662215,115472,4,2018,"Waitaki River","711.392","Grays River","","crc","I38","sfn",NA,NA,"",4,NA,NA,13510869
"Waitaki River",2018-04-15,"gobbre",156,513,2305125,5661711,115479,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",7,NA,NA,13511008
"Waitaki River",2018-04-15,"galmar",156,513,2305125,5661711,115479,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",97,NA,NA,13511008
"Waitaki River",2018-04-15,"gobbre",160,521,2306953,5663243,115486,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",19,NA,NA,13510752
"Waitaki River",2018-04-15,"galmar",160,521,2306953,5663243,115486,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",27,NA,NA,13510752
"Waitaki River",2018-04-15,"gobbre",157,520,2305580,5662269,115495,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",23,NA,NA,13510919
"Waitaki River",2018-04-15,"galmar",157,520,2305580,5662269,115495,4,2018,"Waitaki River","711.392","Grays River tributary","","crc","I38","sfn",NA,NA,"",32,NA,NA,13510919
"Drury Creek",2018-01-15,"angaus",NA,NA,2679913,6456104,115563,1,2018,"Drury Creek","438.000","Drury Creek tributary","0900","wild","R12","fys",NA,NA,"",1087,NA,NA,NA
"Drury Creek",2018-01-15,"angaus",NA,NA,2679913,6456104,115563,1,2018,"Drury Creek","438.000","Drury Creek tributary","0900","wild","R12","tfb",NA,NA,"",128,NA,NA,NA
"Lake Rotokawau",2018-01-15,"angaus",NA,NA,2540100,6703164,113624,1,2018,"Lake Rotokawau","016.010","Lake Rotokawau East","1830","ind","O03","kbt",NA,NA,"",3,NA,NA,NA
"Lake Rotokawau",2018-01-15,"angaus",NA,NA,2540100,6703164,113624,1,2018,"Lake Rotokawau","016.010","Lake Rotokawau East","1830","ind","O03","kbt",NA,NA,"",4,NA,NA,NA
"Lake Rotokawau",2018-01-15,"angaus",NA,NA,2540100,6703164,113624,1,2018,"Lake Rotokawau","016.010","Lake Rotokawau East","1830","ind","O03","kbt",NA,NA,"",3,NA,NA,NA
"Lake Rotokawau",2018-01-15,"gamaff",NA,NA,2540100,6703164,113624,1,2018,"Lake Rotokawau","016.010","Lake Rotokawau East","1830","ind","O03","kbt",NA,NA,"",18,NA,NA,NA
"Lake Rotokawau",2018-01-15,"gamaff",NA,NA,2540100,6703164,113624,1,2018,"Lake Rotokawau","016.010","Lake Rotokawau East","1830","ind","O03","kbt",NA,NA,"",10,NA,NA,NA
"Waipaoa River",2017-12-15,"gobcot",41,182,2925676,6253401,115161,12,2017,"Waipaoa River","197.030","Te Arai River","2200","gdc","Y18","sdn",NA,NA,"",20,NA,NA,5013970
"Waipaoa River",2017-12-15,"angdie",41,182,2925676,6253401,115161,12,2017,"Waipaoa River","197.030","Te Arai River","2200","gdc","Y18","sdn",NA,NA,"",5,NA,NA,5013970
"Waipaoa River",2017-12-15,"angdie",41,204,2925330,6253413,115162,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2230","gdc","Y18","sdn",NA,NA,"",3,NA,NA,5013976
"Waipaoa River",2017-12-15,"gobcot",41,204,2925330,6253413,115162,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2230","gdc","Y18","sdn",NA,NA,"",20,NA,NA,5013976
"Waipaoa River",2017-12-15,"parane",41,204,2925330,6253413,115162,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2230","gdc","Y18","sdn",NA,NA,"",4,NA,NA,5013976
"Waipaoa River",2017-12-15,"gobcot",41,204,2925148,6253469,115163,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2300","gdc","Y18","sdn",NA,NA,"",20,NA,NA,5013976
"Waipaoa River",2017-12-15,"parane",41,204,2925148,6253469,115163,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2300","gdc","Y18","sdn",NA,NA,"",1,NA,NA,5013976
"Waipaoa River",2017-12-15,"galbre",41,204,2925148,6253469,115163,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2300","gdc","Y18","sdn",NA,NA,"",1,NA,NA,5013976
"Waipaoa River",2017-12-15,"angdie",41,204,2925148,6253469,115163,12,2017,"Waipaoa River","197.030","Te Arai River tributary","2300","gdc","Y18","sdn",NA,NA,"",2,NA,NA,5013976
"Flaxbourne River",2017-12-15,"angdie",7,31,2604465,5931098,112989,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",4,NA,NA,11027758
"Flaxbourne River",2017-12-15,"anguil",7,31,2604465,5931098,112989,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",4,NA,NA,11027758
"Flaxbourne River",2017-12-15,"galmac",7,31,2604465,5931098,112989,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",25,NA,NA,11027758
"Flaxbourne River",2017-12-15,"angaus",7,31,2604465,5931098,112989,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",3,NA,NA,11027758
"Flaxbourne River",2017-12-15,"galmac",7,31,2604520,5931133,113894,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",25,NA,NA,11027758
"Flaxbourne River",2017-12-15,"anguil",7,31,2604520,5931133,113894,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",4,NA,NA,11027758
"Flaxbourne River",2017-12-15,"angaus",7,31,2604520,5931133,113894,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",3,NA,NA,11027758
"Flaxbourne River",2017-12-15,"angdie",7,31,2604520,5931133,113894,12,2017,"Flaxbourne River","609.020","Needles Creek","","bml","P29","efp",NA,NA,"",4,NA,NA,11027758
"Kakanui R",2017-11-15,"gobbre",27,93,2332460,5564225,113005,11,2017,"Kakanui R","717.040","Kauru River","1100","doco","","efp",10,1,"",1,57,57,14029391
"Kakanui R",2017-11-15,"galvul",27,93,2332460,5564225,113005,11,2017,"Kakanui R","717.040","Kauru River","1100","doco","","efp",10,1,"",6,62,88,14029391
"Kakanui R",2017-11-15,"galvul",26,85,2332843,5564620,113006,11,2017,"Kakanui R","717.040","Kauru River","1146","doco","","efp",10,1,"",3,65,70,14029391
"Kakanui R",2017-11-15,"saltru",26,85,2332843,5564620,113006,11,2017,"Kakanui R","717.040","Kauru River","1146","doco","","efp",10,1,"",1,35,35,14029391
"Kakanui R",2017-11-15,"galbre",26,85,2332843,5564620,113006,11,2017,"Kakanui R","717.040","Kauru River","1146","doco","","efp",10,1,"",1,55,55,14029391
"Kakanui R",2017-11-15,"galcob",26,85,2332843,5564620,113006,11,2017,"Kakanui R","717.040","Kauru River","1146","doco","","efp",10,1,"",2,58,63,14029391
"Kakanui R",2017-11-15,"gobbre",26,85,2332843,5564620,113006,11,2017,"Kakanui R","717.040","Kauru River","1146","doco","","efp",10,1,"",1,40,40,14029391
"Kakanui R",2017-11-15,"galcob",26,85,2333232,5565145,113007,11,2017,"Kakanui R","717.040","Kauru River","1300","doco","","efp",10,1,"",1,59,59,14029391
"Kakanui R",2017-11-15,"gobbre",26,85,2333232,5565145,113007,11,2017,"Kakanui R","717.040","Kauru River","1300","doco","","efp",10,1,"",1,42,42,14029391
"Kakanui R",2017-11-15,"galvul",26,85,2333232,5565145,113007,11,2017,"Kakanui R","717.040","Kauru River","1300","doco","","efp",10,1,"",2,65,68,14029391
"Kakanui R",2017-11-15,"galvul",26,85,2333516,5565668,113008,11,2017,"Kakanui R","717.040","Kauru River","1345","doco","","efp",10,1,"",3,65,77,14029391
"Kakanui R",2017-11-15,"gobbre",25,79,2333819,5566045,113009,11,2017,"Kakanui R","717.040","Kauru River","1030","doco","","efp",10,1,"",10,33,52,14029204
"Kakanui R",2017-11-15,"galcob",25,79,2333819,5566045,113009,11,2017,"Kakanui R","717.040","Kauru River","1030","doco","","efp",10,1,"",1,37,37,14029204
"Kakanui R",2017-11-15,"galvul",25,79,2333819,5566045,113009,11,2017,"Kakanui R","717.040","Kauru River","1030","doco","","efp",10,1,"",3,59,71,14029204
"Kakanui R",2017-11-15,"gobhub",25,79,2333819,5566045,113009,11,2017,"Kakanui R","717.040","Kauru River","1030","doco","","efp",10,1,"",1,38,38,14029204
"Kakanui R",2017-11-15,"gobbre",24,72,2334191,5566528,113010,11,2017,"Kakanui R","717.040","Kauru River","1200","doco","","efp",10,1,"",6,43,69,14028881
"Kakanui R",2017-11-15,"galcob",24,72,2334191,5566528,113010,11,2017,"Kakanui R","717.040","Kauru River","1200","doco","","efp",10,1,"",3,30,63,14028881
"Kakanui R",2017-11-15,"saltru",24,72,2334698,5566916,113011,11,2017,"Kakanui R","717.040","Kauru River","1315","doco","","efp",10,1,"",1,42,42,14028881
"Kakanui R",2017-11-15,"galcob",24,72,2334698,5566916,113011,11,2017,"Kakanui R","717.040","Kauru River","1315","doco","","efp",10,1,"",2,58,66,14028881
"Kakanui R",2017-11-15,"gobbre",24,72,2334698,5566916,113011,11,2017,"Kakanui R","717.040","Kauru River","1315","doco","","efp",10,1,"",5,35,52,14028881
"Kakanui R",2017-11-15,"galvul",21,58,2335244,5567205,113012,11,2017,"Kakanui R","717.040","Kauru River","1400","doco","","efp",10,1,"",2,72,78,14028492
"Kakanui R",2017-11-15,"gobbre",21,58,2335244,5567205,113012,11,2017,"Kakanui R","717.040","Kauru River","1400","doco","","efp",10,1,"",9,35,57,14028492
"Kakanui R",2017-11-15,"galcob",21,58,2335799,5567360,113013,11,2017,"Kakanui R","717.040","Kauru River","1100","doco","","efp",10,1,"",1,60,60,14028492
"Kakanui R",2017-11-15,"gobbre",21,58,2335799,5567360,113013,11,2017,"Kakanui R","717.040","Kauru River","1100","doco","","efp",10,1,"",4,43,48,14028492
"Kakanui R",2017-11-15,"saltru",21,58,2335799,5567360,113013,11,2017,"Kakanui R","717.040","Kauru River","1100","doco","","efp",10,1,"",6,44,55,14028492
"Kakanui R",2017-11-15,"galcob",21,58,2336401,5567473,113014,11,2017,"Kakanui R","717.040","Kauru River","1200","doco","","efp",10,1,"",1,65,65,14028492
"Kakanui R",2017-11-15,"saltru",21,58,2336401,5567473,113014,11,2017,"Kakanui R","717.040","Kauru River","1200","doco","","efp",10,1,"",3,49,49,14028492
"Kakanui R",2017-11-15,"gobbre",21,58,2336401,5567473,113014,11,2017,"Kakanui R","717.040","Kauru River","1200","doco","","efp",10,1,"",1,42,42,14028492
"Kakanui R",2017-11-15,"gobbre",21,58,2336660,5567509,113015,11,2017,"Kakanui R","717.040","Kauru River","1330","doco","","efp",10,1,"",2,44,44,14028492
"Kakanui R",2017-11-15,"galaxi",21,58,2336660,5567509,113015,11,2017,"Kakanui R","717.040","Kauru River","1330","doco","","efp",10,1,"",8,37,37,14028492
"Kakanui R",2017-11-15,"saltru",21,58,2336660,5567509,113015,11,2017,"Kakanui R","717.040","Kauru River","1330","doco","","efp",10,1,"",3,45,45,14028492
"Kakanui R",2017-11-15,"saltru",30,94,2332981,5572638,113016,11,2017,"Kakanui R","717.000","Kakanui River","1100","doco","","efp",10,1,"",2,46,51,14026079
"Kakanui R",2017-11-15,"gobbre",30,94,2332981,5572638,113016,11,2017,"Kakanui R","717.000","Kakanui River","1100","doco","","efp",10,1,"",2,36,37,14026079
"Kakanui R",2017-11-15,"galvul",30,94,2332981,5572638,113016,11,2017,"Kakanui R","717.000","Kakanui River","1100","doco","","efp",10,1,"",1,82,82,14026079
"Kakanui R",2017-11-15,"gobbre",18,72,2337952,5566623,113017,11,2017,"Kakanui R","717.000","Kakanui River","1330","doco","","efp",10,1,"",1,34,34,14028593
"Kakanui R",2017-11-15,"galvul",18,72,2337952,5566623,113017,11,2017,"Kakanui R","717.000","Kakanui River","1330","doco","","efp",10,1,"",2,72,84,14028593
"Kakanui R",2017-11-15,"galcob",18,72,2337952,5566623,113017,11,2017,"Kakanui R","717.000","Kakanui River","1330","doco","","efp",10,1,"",2,40,71,14028593
"Kakanui R",2017-11-15,"saltru",18,72,2337952,5566623,113017,11,2017,"Kakanui R","717.000","Kakanui River","1330","doco","","efp",10,1,"",2,44,54,14028593
"Kakanui R",2017-11-15,"gobhub",18,72,2337952,5566623,113017,11,2017,"Kakanui R","717.000","Kakanui River","1330","doco","","efp",10,1,"",1,74,74,14028593
"Kakanui R",2017-11-15,"geoaus",15,68,2338985,5563201,113018,11,2017,"Kakanui R","717.000","Kakanui River","1430","doco","","efp",10,1,"",1,100,100,14030148
"Kakanui R",2017-11-15,"galcob",15,68,2338985,5563201,113018,11,2017,"Kakanui R","717.000","Kakanui River","1430","doco","","efp",10,1,"",4,38,64,14030148
"Kakanui R",2017-11-15,"galvul",15,68,2338985,5563201,113018,11,2017,"Kakanui R","717.000","Kakanui River","1430","doco","","efp",10,1,"",2,68,77,14030148
"Kakanui R",2017-11-15,"gobbre",15,68,2338985,5563201,113018,11,2017,"Kakanui R","717.000","Kakanui River","1430","doco","","efp",10,1,"",3,28,58,14030148
"Kakanui R",2017-11-15,"saltru",15,68,2338985,5563201,113018,11,2017,"Kakanui R","717.000","Kakanui River","1430","doco","","efp",10,1,"",1,55,55,14030148
"Kakanui R",2017-11-15,"gobhut",7,17,2340095,5558391,113019,11,2017,"Kakanui R","717.000","Kakanui River","1515","doco","","efp",10,1,"",4,38,38,14032399
"Kakanui R",2017-11-15,"gobbre",7,17,2340095,5558391,113019,11,2017,"Kakanui R","717.000","Kakanui River","1515","doco","","efp",10,1,"",1,35,35,14032399
"Kakanui R",2017-11-15,"gobbre",30,94,2332752,5572688,113020,11,2017,"Kakanui R","717.000","Kakanui River","1145","doco","","efp",11,1,"",4,41,69,14026079
"Kakanui R",2017-11-15,"anguil",30,94,2332752,5572688,113020,11,2017,"Kakanui R","717.000","Kakanui River","1145","doco","","efp",11,1,"",1,180,180,14026079
"Kakanui R",2017-11-15,"galvul",30,94,2332752,5572688,113020,11,2017,"Kakanui R","717.000","Kakanui River","1145","doco","","efp",11,1,"",6,64,92,14026079
"Kakanui R",2017-11-15,"saltru",30,94,2332752,5572688,113020,11,2017,"Kakanui R","717.000","Kakanui River","1145","doco","","efp",11,1,"",4,49,61,14026079
"Kakanui R",2017-11-15,"gobbre",7,17,2340037,5558431,113021,11,2017,"Kakanui R","717.000","Kakanui River","1530","doco","","efp",15,1,"",7,NA,NA,14032399
"Kakanui R",2017-11-15,"galbre",7,17,2340037,5558431,113021,11,2017,"Kakanui R","717.000","Kakanui River","1530","doco","","efp",15,1,"",2,47,47,14032399
"Kakanui R",2017-11-15,"galfas",7,17,2340037,5558431,113021,11,2017,"Kakanui R","717.000","Kakanui River","1530","doco","","efp",15,1,"",1,35,35,14032399
"Kakanui R",2017-11-15,"gobhub",7,17,2340037,5558431,113021,11,2017,"Kakanui R","717.000","Kakanui River","1530","doco","","efp",15,1,"",2,NA,NA,14032399
"Kakanui R",2017-11-15,"gobhut",7,17,2340037,5558431,113021,11,2017,"Kakanui R","717.000","Kakanui River","1530","doco","","efp",15,1,"",16,NA,NA,14032399
"Avon River",2017-11-15,"galmac",11,9,2482100,5743690,115735,11,2017,"Avon River","666.000","St. Albans Creek","0900","eos","M35","fys",NA,NA,"",1,NA,NA,13045783
"Avon River",2017-11-15,"angaus",11,9,2482100,5743690,115735,11,2017,"Avon River","666.000","St. Albans Creek","0900","eos","M35","fys",NA,NA,"",1,NA,NA,13045783
"Avon River",2017-11-15,"gobcot",11,9,2482100,5743690,115735,11,2017,"Avon River","666.000","St. Albans Creek","0900","eos","M35","tfb",NA,NA,"",2,NA,NA,13045783
"Hoteo River",2017-06-15,"angdie",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","fys",NA,NA,"",1,NA,NA,2001195
"Hoteo River",2017-06-15,"angdie",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","fys",NA,NA,"",2,NA,NA,2001195
"Hoteo River",2017-06-15,"parcur",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"p",NA,NA,NA,2001195
"Hoteo River",2017-06-15,"parcur",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"p",NA,NA,NA,2001195
"Hoteo River",2017-06-15,"gobiom",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"",3,NA,NA,2001195
"Hoteo River",2017-06-15,"gobiom",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"",1,NA,NA,2001195
"Hoteo River",2017-06-15,"parcur",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"p",NA,NA,NA,2001195
"Hoteo River",2017-06-15,"galmac",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"",1,NA,NA,2001195
"Hoteo River",2017-06-15,"galmac",35,35,2650005,6540979,111569,6,2017,"Hoteo River","457.000","Hoteo River tributary","0119","wild","Q09","tfu",NA,NA,"",3,NA,NA,2001195
"Hoteo River",2017-06-15,"nospec",37,49,2649283,6542374,111577,6,2017,"Hoteo River","457.000","Hoteo River tributary","1100","wild","Q09","fys",NA,NA,"",NA,NA,NA,2001125
"Hoteo River",2017-06-15,"nospec",37,49,2649283,6542374,111577,6,2017,"Hoteo River","457.000","Hoteo River tributary","1100","wild","Q09","tfb",NA,NA,"",NA,NA,NA,2001125
"Hoteo River",2017-06-15,"nospec",37,49,2649283,6542374,111577,6,2017,"Hoteo River","457.000","Hoteo River tributary","1100","wild","Q09","tfb",NA,NA,"",NA,NA,NA,2001125
"Hoteo River",2017-06-15,"nospec",37,49,2649283,6542374,111577,6,2017,"Hoteo River","457.000","Hoteo River tributary","1100","wild","Q09","tfb",NA,NA,"",NA,NA,NA,2001125
"Hoteo River",2017-06-15,"galmac",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","efp",NA,NA,"",1,NA,NA,2001036
"Hoteo River",2017-06-15,"gamaff",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","efp",NA,NA,"p",NA,NA,NA,2001036
"Hoteo River",2017-06-15,"gamaff",38,46,2648746,6542616,111579,6,2017,"Hoteo River","457.000","Hoteo River tributary","1130","wild","Q09","efp",NA,NA,"p",NA,NA,NA,2001036
